"X","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","created","modified","references","source","majorGroup","tplID","synonims","edibility_classification"
341425,"wfo-0000344092","urn:lsid:ipni.org:names:30055387-2","22418","Blepharocalyx salicifolius","species","wfo-4000004776","(Kunth) O.Berg","Myrtaceae","","","","Blepharocalyx","","salicifolius",NA,"species","Valid","Linnaea  27: 413 (1856)","Accepted",NA,"wfo-0000249114",NA,"Source in seed data: wcs Updated namepublishedIn from Linnaea 27: 413 1856 to Linnaea 27(4): 413. 1856 [Feb 1856] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew","2022-04-16","2024-06-05","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:591309-1","wcs","A","kew-22418","['Myrcia mugiensis' 'Myrcianthes cisplatensis var. angustifolia'
 'Myrcianthes cisplatensis var. brevipedunculata' 'Myrciaria angustifolia'
 'Myrciaria brevipedunculata' 'Myrciaria deserti' 'Myrciaria dichotoma'
 'Myrciaria piedadensis' 'Myrtus amara' 'Myrtus angustifolia'
 'Myrtus angustissima' 'Myrtus apiculata' 'Myrtus brunnea' 'Myrtus dumosa'
 'Myrtus lanceolata' 'Myrtus longipes' 'Myrtus reinhardtiana'
 'Myrtus salicifolia' 'Myrtus stricta' 'Myrtus umbilicata'
 'Myrtus widgrenii' 'Pseudomyrcianthes adamantium' 'Aulomyrcia mugiensis'
 'Blepharocalyx acuminatissimus' 'Blepharocalyx acuminatus'
 'Blepharocalyx acuminatus var. adamantium' 'Blepharocalyx affinis'
 'Blepharocalyx amarus' 'Blepharocalyx angustifolius'
 'Blepharocalyx angustissimus' 'Blepharocalyx apiculatus'
 'Blepharocalyx apiculatus var. rubellus'
 'Blepharocalyx apiculatus var. strictus' 'Blepharocalyx brunneus'
 'Blepharocalyx canescens' 'Blepharocalyx cisplatensis'
 'Blepharocalyx cuspidatus' 'Blepharocalyx depauperatus'
 'Blepharocalyx deserti' 'Blepharocalyx giganteus'
 'Blepharocalyx lanceolatus' 'Blepharocalyx lanceolatus var. arborescens'
 'Blepharocalyx lanceolatus var. frutescens' 'Blepharocalyx longipes'
 'Blepharocalyx minutiflorus' 'Blepharocalyx montanus'
 'Blepharocalyx mugiensis' 'Blepharocalyx myrcianthoides'
 'Blepharocalyx parvifolius' 'Blepharocalyx picrocarpus'
 'Blepharocalyx pilosus' 'Blepharocalyx ramosissimus'
 'Blepharocalyx ramosissimus var. latifolius'
 'Blepharocalyx ramosissimus var. nanus'
 'Blepharocalyx ramosissimus var. obovatus'
 'Blepharocalyx salicifolius f. catharinae' 'Blepharocalyx serra'
 'Blepharocalyx sessilifolius'
 'Blepharocalyx sessilifolius var. pauciflorus'
 'Blepharocalyx sessilifolius var. pluriflorus' 'Blepharocalyx strictus'
 'Blepharocalyx suaveolens' 'Blepharocalyx tweediei'
 'Blepharocalyx tweediei f. catharinae'
 'Blepharocalyx tweediei var. longipes'
 'Blepharocalyx tweediei var. septentrionalis' 'Blepharocalyx umbilicatus'
 'Blepharocalyx umbilicatus var. mugiensis'
 'Blepharocalyx umbilicatus var. paranaensis' 'Blepharocalyx villosus'
 'Blepharocalyx villosus var. triflorus'
 'Blepharocalyx villosus var. uniflorus' 'Blepharocalyx widgrenii'
 'Blepharocalyx giganteus var. montanus'
 'Blepharocalyx salicifolius var. longipes'
 'Blepharocalyx salicifolius var. tweediei'
 'Blepharocalyx suaveolens var. abrupticulmeus'
 'Blepharocalyx suaveolens var. cuneatus'
 'Blepharocalyx suaveolens var. umbilicatus'
 'Myrtus apiculata var. microphylla' 'Myrtus reinhardtiana f. subcordata'
 'Blepharocalyx tweediei f. amara' 'Blepharocalyx tweediei f. angusta'
 'Blepharocalyx tweediei f. elongatus'
 'Blepharocalyx tweediei f. lanceolatus'
 'Blepharocalyx tweediei f. parvus'
 'Blepharocalyx tweediei f. salicoideus' 'Eugenia acuminatissima'
 'Eugenia adamantium' 'Eugenia decumbens' 'Eugenia depauperata'
 'Eugenia deserti' 'Eugenia ipehuensis' 'Eugenia piedadensis'
 'Eugenia salicifolia' 'Eugenia suaveolens' 'Eugenia tweediei'
 'Heteromyrtus umbilicata' 'Blepharocalyx gigantea'
 'Blepharocalyx salicifolius var. salicifolius'
 'Blepharocalyx tweediei var. angustifolius' 'Myrtus amara'
 'Blepharocalyx tweediei f. amarus' 'Blepharocalyx tweediei f. angustus'
 'Blepharocalyx angustifolius']","unknown"
1263270,"wfo-0001271774","urn:lsid:ipni.org:names:60432397-2","50251120","Pseudostellaria zhejiangensis","species","wfo-4000031708","X.F.Jin & B.Y.Ding","Caryophyllaceae","","","","Pseudostellaria","","zhejiangensis",NA,"species","Valid","Acta Bot. Yunnan. 25: 639 (2003)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from Acta Bot. Yunnan. 25(6): 639â640, pl. 1 2003 to Acta Bot. Yunnan. 25: 639 (2003), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","2022-04-16","2024-06-04","","The Caryophyllales TEN -The Caryophyllales Network","A","tro-50251120","[]","unknown"
1308076,"wfo-0001330790","urn:lsid:ipni.org:names:60474654-2","","Acer orthocampestre","species","wfo-4000000188","G.W.Grimm & Denk","Sapindaceae","Hippocastanoideae","","","Acer","","orthocampestre",NA,"species","Valid","Turkish J. Bot. 38: 1059 (2014)","Accepted",NA,"",NA,"Source in seed data: ipni Update namepublishedIn from Turkish J. Bot. 38: 1059, figs. 4-5, 7-8. 2014 [17 Nov 2014] (epublished) to Turkish J. Bot. 38: 1059 (2014), information provided by Alan E. on email Jun. 07 2021","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60474654-2","The Sapindaceae TEN","A","","[]","unknown"
608160,"wfo-0000611851","urn:lsid:ipni.org:names:905873-1","858191","Climacoptera chorassanica","species","wfo-4000008618","U.P.Pratov","Amaranthaceae","","","","Climacoptera","","chorassanica",NA,"species","Valid","Bot. Zhurn. (Moscow & Leningrad) 70: 681 (1985)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Bot. Zhurn. (Moscow & Leningrad) 70: 681 1985 to Bot. Zhurn. (Moscow & Leningrad) 70: 681 (1985), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www","2022-04-16","2024-06-04","","The Caryophyllales TEN -The Caryophyllales Network","A","kew-2727858","[]","unknown"
381957,"wfo-0000384828","urn:lsid:ipni.org:names:119475-1","528820","Omphalodes luciliae","species","wfo-4000026818","Boiss.","Boraginaceae","","","","Omphalodes","","luciliae",NA,"species","Valid","Diagn. Pl. Orient. 4: 41 (1844)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Diagn. Pl. Orient. ser. 1, 4: 41. 1844 [Jun 1844] to Diagn. Pl. Orient. 4: 41 (1844), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlis","2022-04-16","2024-06-04","","The Boraginaceae TEN","A","kew-2390256","[]","unknown"
633607,"wfo-0000637362","urn:lsid:ipni.org:names:383745-1","886384","Dampiera stenophylla","species","wfo-4000010719","K.Krause","Goodeniaceae","","","","Dampiera","","stenophylla",NA,"species","Valid","Pflanzenr. , IV, 277: 187 (1912)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Pflanzenr. IV, 277: 187 1912 to Pflanzenr. , IV, 277: 187 (1912), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:383745-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2756709","[]","unknown"
917026,"wfo-0000921523","urn:lsid:ipni.org:names:77110877-1","467059","Fernandezia cuencae","species","wfo-4000014679","(Rchb.f.) M.W.Chase","Orchidaceae","","","","Fernandezia","","cuencae",NA,"species","Valid","Phytotaxa 20: 29 (2011)","Accepted",NA,"wfo-0000261992",NA,"Source in seed data: wcs Update namepublishedIn from Phytotaxa 20: 29. 2011 [1 Mar 2011] to Phytotaxa 20: 29 (2011), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110877-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-467059","['Pachyphyllum cuencae']","unknown"
885333,"wfo-0000889797","urn:lsid:ipni.org:names:415677-1","433570","Phalaris truncata","species","wfo-4000029096","Guss.","Poaceae","","","","Phalaris","","truncata",NA,"species","Valid","Fl. Ital. 2: 777 (1836)","Accepted",NA,"",NA,"Source in seed data: wcs Updated scientificnameAuthorship from Guss. ex Bertol. to Guss., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-433570 >The Plant List v.","2022-04-16","2024-06-04","","The Poaceae TEN","A","kew-433570","['Phalaris aquatica' 'Phalaris truncata var. angustata']","unknown"
91126,"wfo-0000090898","urn:lsid:ipni.org:names:201671-1","GCC-2D92532B-21D2-49F7-8F3A-576459701002","Diplostephium anactinotum","species","wfo-4000012040","Wedd.","Asteraceae","Asteroideae","Astereae","Baccharidinae","Diplostephium","","anactinotum",NA,"species","Valid","Chlor. Andina 1: 201 (1857)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Chlor. Andina 1: 201. 1857 [1855 publ. 30 Nov 1857] to Chlor. Andina 1: 201 (1857), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","2022-04-16","2024-06-04","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1093796","The Asteraceaae TEN","A","gcc-47178","[]","unknown"
1322505,"wfo-0001345244","urn:lsid:ipni.org:names:77154295-1","wcvp-520444","Caucaea pseudoandigena","species","wfo-4000007043","Szlach. & Kolan.","Orchidaceae","","","","Caucaea","","pseudoandigena",NA,"species","Valid","Polish Bot. J. 60(2): 131 (2015)","Accepted",NA,"",NA,"Source in seed data: ipni Update namepublishedIn from Polish Bot. J. 60(2): 131. 2015 [10 Dec 2015] [epublished] to Polish Bot. J. 60(2): 131 (2015), information provided by Alan E. on email Jun. 07 2021","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77154295-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","[]","unknown"
1196958,"wfo-0001204665","35204602","35204602","Syzygiella perfoliata","species","wfo-4000037378","(Sw.) Spruce","Adelanthaceae","","","","Syzygiella","","perfoliata",NA,"species","Valid","J. Bot. 14: 234. 1876.","Accepted",NA,"wfo-0001204663",NA,"Source in seed data: tro Updated family from Adelanthaceae to Adelanthaceae, information provided by John Brenda from Tropicos Liverworts and Hornworts and confirmed by Alan E. on email 04/16/2020 More details could be found in <a href=http://www.theplan","2022-04-16","2024-12-06","https://www.bryonames.org/","The Bryophyte TEN","Marchantiophyta","tro-35204602","['Jungermannia perfoliata' 'Syzygiella herzogiana'
 'Plagiochila ligulato-opposita' 'Syzygiella gracillima'
 'Syzygiella jelskii' 'Syzygiella laevigata' 'Syzygiella linguifolia'
 'Syzygiella parvula' 'Syzygiella perfoliata var. perfoliata'
 'Gamoscyphus perfoliatus' 'Jungermannia jelskii'
 'Syzygiella perfoliata var. laevigata']","unknown"
765810,"wfo-0000770131","urn:lsid:ipni.org:names:431936-1","308859","Stratiotes aloides","species","wfo-4000036807","L.","Hydrocharitaceae","","","","Stratiotes","","aloides",NA,"species","Valid","Sp. Pl. : 535 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 1: 535. 1753 [1 May 1753] to Sp. Pl. : 535 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308","2022-04-16","2024-07-26","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:431936-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-308859","['Stratiotes aculeatus' 'Stratiotes aquaticus' 'Stratiotes ensiformis'
 'Stratiotes generalis' 'Stratiotes aloides f. submersa']","unknown"
836973,"wfo-0000841421","urn:lsid:ipni.org:names:3538-2","387406","Acroceras zizanioides","species","wfo-4000000394","(Kunth) Dandy","Poaceae","","","","Acroceras","","zizanioides",NA,"species","Valid","J. Bot. 69: 54 (1931)","Accepted",NA,"wfo-0000886959",NA,"Source in seed data: wcs Update namepublishedIn from J. Bot. 69: 54 1931 to J. Bot. 69: 54 (1931), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-387406 >The Plan","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3538-2","The Poaceae TEN","A","kew-387406","['Acroceras oryzoides' 'Echinochloa zizanioides' 'Panicum balbisianum'
 'Panicum dioecum' 'Panicum grandiflorum' 'Panicum guluense'
 'Panicum lutetense' 'Panicum melicoides' 'Panicum ogowense'
 'Panicum oryzoides' 'Panicum poiforme' 'Panicum pseudoryzoides'
 'Panicum subspicatum' 'Panicum zizanioides'
 'Panicum zizanioides var. microphyllum']","unknown"
1311482,"wfo-0001334215","urn:lsid:ipni.org:names:77122883-1","","Indigofera barotseensis","species","wfo-4000019058","Schrire","Fabaceae","Papilionoideae","","","Indigofera","","barotseensis",NA,"species","Valid","Fl. Zambes. 3(4): 164 (2012)","Accepted",NA,"",NA,"Source in seed data: ipni Update namepublishedIn from Fl. Zambes. 3(4): 164. 2012 [Oct 2012] to Fl. Zambes. 3(4): 164 (2012), information provided by Alan E. on email Jun. 07 2021","2022-04-16","2024-06-04","https://www.legumedata.org/taxonomy/taxon/2914141","The Fabaceae TEN - Legume Taxonomy Working Group","A","","[]","unknown"
1207274,"wfo-0001215077","urn:lsid:ipni.org:names:116825-2","4000124","Hackelia patens","species","wfo-4000016656","I.M.Johnst.","Boraginaceae","","","","Hackelia","","patens",NA,"species","Valid","J. Arnold Arbor. 16: 194 (1935)","Accepted",NA,"wfo-0001215675",NA,"Source in seed data: tro Updated scientificnameAuthorship from (Nutt.) I.M.Johnst. to I.M.Johnst., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-4000124 >The Pla","2022-04-16","2024-06-04","","The Boraginaceae TEN","A","tro-4000124","['Echinospermum patens' 'Echinospermum subdecumbens' 'Hackelia nelsonii'
 'Lappula coerulescens' 'Rochelia patens'
 'Lappula subdecumbens var. coerulescens' 'Hackelia coerulescens'
 'Hackelia diffusa var. coerulescens' 'Hackelia diffusa var. caerulescens'
 'Hackelia caerulescens']","unknown"
711135,"wfo-0000715255","urn:lsid:ipni.org:names:711264-1","966219","Hamadryas kingii","species","wfo-4000016791","Hook.f.","Ranunculaceae","","","","Hamadryas","","kingii",NA,"species","Valid","Fl. Antarct. : 228 (1845)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Bot. Antarct. Voy. I. (Fl. Antarct.). 2: 228. 1845 [21 Oct-1 Nov 1845] to Fl. Antarct. : 228 (1845), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://","2022-04-16","2024-06-04","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2838937","[]","unknown"
1098518,"wfo-0001105386","urn:lsid:ipni.org:names:210224-2","26400184","Primula maguirei","species","wfo-4000031131","L.O.Williams","Primulaceae","","","","Primula","","maguirei",NA,"species","Valid","Amer. Midl. Naturalist  17: 747 (1936)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from Amer. Midl. Naturalist 17(4): 747â748, f. 1 1936 to Amer. Midl. Naturalist 17: 747 (1936), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:210224-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-26400184","['Primula cusickiana subsp. maguirei' 'Primula cusickiana var. maguirei']","unknown"
1520435,"wfo-1000043370","urn:lsid:ipni.org:names:77311791-1","","Desmopsis ibarrarum","species","wfo-4000011215","G.E.Schatz ex OrtÃ­z-Rodr.","Annonaceae","Malmeoideae","Miliuseae","Sapranthinae","Desmopsis","","ibarrarum",NA,"species","Valid","Acta Bot. Mex. 129(e2110): 3. 2022 [25 Oct 2022] [epublished]","Accepted",NA,"",NA,"","2023-02-02","2024-12-02","","The Annonaceae TEN","A","","[]","unknown"
1491909,"wfo-1000033741","urn:lsid:ipni.org:names:77203787-1","ten:padme.rbge.org.uk:conifers:7581","Pectinopitys harmsiana","species","wfo-4100001050","(Pilg.) C.N.Page","Podocarpaceae","","","","Pectinopitys","","harmsiana",NA,"species","Valid","New Zealand J. Bot. 57 (3): 142. (2019)","Accepted",NA,"wfo-0000485200",NA,"","2022-08-09","2024-06-04","https://padme.rbge.org.uk/wfo/wfo-1000033741","The Conifer TEN","Pinophyta","","['Podocarpus harmsianus' 'Prumnopitys harmsiana' 'Prumnopitys utilior'
 'Podocarpus utilior' 'Stachycarpus utilior' 'Stachycarpus harmsianus'
 'Stachycarpus harmsiana']","unknown"
1243919,"wfo-0001252171","urn:lsid:ipni.org:names:938172-1","50164303","Saxifraga gongshanensis","species","wfo-4000034203","T.C.Ku","Saxifragaceae","","","","Saxifraga","","gongshanensis",NA,"species","Valid","Bull. Bot. Res., Harbin 9(4): 9 (1989)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from Bull. Bot. Res., Harbin 9(4): 9. 1989 to Bull. Bot. Res., Harbin 9(4): 9 (1989), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org","2022-04-16","2024-08-22","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:938172-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50164303","['Saxifraga setulosa' 'Saxifraga yuana'
 'Saxifraga setulosa var. gombalana' 'Saxifraga rupestris']","unknown"
1320416,"wfo-0001343154","urn:lsid:ipni.org:names:77148922-1","","Hoya carandangiana","species","wfo-4000018356","Kloppenb. & Siar","Apocynaceae","","","","Hoya","","carandangiana",NA,"species","Valid","Hoya New 4(4): 8 (2015)","Accepted",NA,"",NA,"Source in seed data: ipni Update namepublishedIn from Hoya New 4(4): 8. 2015 [Jul 2015] [epublished] to Hoya New 4(4): 8 (2015), information provided by Alan E. on email Jun. 07 2021","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77148922-1","The Apocynaceae TEN","A","","[]","unknown"
74447,"wfo-0000074178","urn:lsid:ipni.org:names:177448-1","GCC-7ADC0B15-E60D-4274-86E8-393977B4E396","Anthemis microlepis","species","wfo-4000002393","Eig","Asteraceae","Asteroideae","Anthemideae","","Anthemis","","microlepis",NA,"species","Valid","Palestine J. Bot., Jerusalem Ser. 1: 185 (1938)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Palestine J. Bot., Jerusalem Ser. 1: 185. 1938 to Palestine J. Bot., Jerusalem Ser. 1: 185 (1938), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://ww","2022-04-16","2024-06-04","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1090303","The Asteraceaae TEN","A","gcc-30909","['Anthemis singarensis']","unknown"
1199113,"wfo-0001206828","35207542","35207542","Radula carringtonii","species","wfo-4000032473","J.B.Jack","Radulaceae","","","","Radula","","carringtonii",NA,"species","Valid","Flora 64: 385. 1881.","Accepted",NA,"",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35207542 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35207542 >The Plant List v.1.0</a>","2022-04-16","2024-12-06","https://www.bryonames.org/","The Bryophyte TEN","Marchantiophyta","tro-35207542","['Radula aquilegia var. major']","unknown"
87721,"wfo-0000087481","urn:lsid:ipni.org:names:77180978-1","GCC-5DA04FF2-1E67-4CE7-AA6A-513B8D9328D1","Achillea schischkinii","species","wfo-4000000214","Sosn.","Asteraceae","Asteroideae","Anthemideae","","Achillea","","schischkinii",NA,"species","Valid","Zhurn. Russk. Bot. Obshch. Akad. Nauk 6: 146. 1921","Accepted",NA,"",NA,"Source in seed data: gcc Updated namepublishedin from Unknown 6: 146 (1921) to Zhurn. Russk. Bot. Obshch. Akad. Nauk 6: 146. 1921 , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","2022-04-16","2024-06-04","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1093307","The Asteraceaae TEN","A","gcc-43841","[]","unknown"
600404,"wfo-0000604076","urn:lsid:ipni.org:names:790650-1","850652","Chrysosplenium ramosum","species","wfo-4000008242","Maxim.","Saxifragaceae","","","","Chrysosplenium","","ramosum",NA,"species","Valid","MÃ©m. Acad. Imp. Sci. St.-PÃ©tersbourg Divers Savans 9: 121 (1859)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Prim. Fl. Amur. 121 1859 to MÃ©m. Acad. Imp. Sci. St.-PÃ©tersbourg Divers Savans 9: 121 (1859), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.t","2022-04-16","2024-08-22","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:790650-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2720251","['Chrysosplenium crenulatum' 'Chrysosplenium crenulatum var. atrodiscum'
 'Chrysosplenium crenulatum var. microphyllum'
 'Chrysosplenium gracilescens' 'Chrysosplenium kamtschaticum'
 'Chrysosplenium microphyllum' 'Chrysosplenium ramosum var. atrodiscum'
 'Chrysosplenium ramosum f. macrophyllum'
 'Chrysosplenium ramosum f. microphyllum'
 'Chrysosplenium ramosum f. viridiflorum' 'Chrysosplenium yezoense'
 'Chrysosplenium yezoense var. atrodiscum']","unknown"
193686,"wfo-0000194943","urn:lsid:ipni.org:names:1019412-1","41565","Hovea impressinerva","species","wfo-4000018345","I.Thomps.","Fabaceae","Papilionoideae","","","Hovea","","impressinerva",NA,"species","Valid","Austral. Syst. Bot. 14: 67 (2001)","Accepted",NA,"",NA,"Source in seed data: ildis Update namepublishedIn from Austral. Syst. Bot. 14(1): 67 (2001). to Austral. Syst. Bot. 14: 67 (2001), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp","2022-04-16","2024-06-04","https://www.legumedata.org/taxonomy/taxon/2853899","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-41565","[]","unknown"
921892,"wfo-0000926402","urn:lsid:ipni.org:names:67473-2","48539","Coussarea surinamensis","species","wfo-4000009524","Bremek.","Rubiaceae","","","","Coussarea","","surinamensis",NA,"species","Valid","Recueil Trav. Bot. NÃ©erl.  31: 380 (1934)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Recueil Trav. Bot. NÃ©erl. 31: 380 1934 to Recueil Trav. Bot. NÃ©erl. 31: 380 (1934), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlis","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:67473-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-48539","['Faramea surinamensis']","unknown"
130313,"wfo-0000130244","urn:lsid:ipni.org:names:961996-1","GCC-9C276A52-C0AB-4A6D-AF16-85ACF2AA3F87","Lessingianthus obscurus","species","wfo-4000021461","(Less.) H.Rob.","Asteraceae","Vernonioideae","Vernonieae","","Lessingianthus","","obscurus",NA,"species","Valid","Proc. Biol. Soc. Washington 101(4): 946 (1988)","Accepted",NA,"wfo-0000035338",NA,"Source in seed data: gcc Update namepublishedIn from Proc. Biol. Soc. Washington 101(4): 946 (1988):. to Proc. Biol. Soc. Washington 101(4): 946 (1988), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://w","2022-04-16","2024-06-04","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1100004","The Asteraceaae TEN","A","gcc-91146","['Vernonia obscura' 'Vernonia davalliaefolia' 'Vernonia aurifodinarum'
 'Cacalia obscura']","unknown"
1313155,"wfo-0001335890","urn:lsid:ipni.org:names:77128881-1","","Rhipidocladum rubrofimbriatum","species","wfo-4000032963","C.D.Tyrrell, L.G.Clark & Judz.","Poaceae","","","","Rhipidocladum","","rubrofimbriatum",NA,"species","Valid","Phytotaxa 98: 61 (2013)","Accepted",NA,"",NA,"Source in seed data: ipni Update namepublishedIn from Phytotaxa 98(2): 61. 2013 [8 May 2013] [epublished] to Phytotaxa 98: 61 (2013), information provided by Alan E. on email Jun. 07 2021","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77128881-1","The Poaceae TEN","A","","[]","unknown"
188607,"wfo-0000189591","urn:lsid:ipni.org:names:478011-1","36081","Astragalus jarmolenkoi","species","wfo-4000003460","Gontsch.","Fabaceae","Papilionoideae","","","Astragalus","","jarmolenkoi",NA,"species","Valid","Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 7: 158 (1938)","Accepted",NA,"",NA,"Source in seed data: ildis Update namepublishedIn from Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 7: 158. 1938 to Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 7: 158 (1938), information provided by Alan E. on email Jun. 07 202","2022-04-16","2024-06-04","https://www.legumedata.org/taxonomy/taxon/2660127","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-36081","['Astragalus jarmolenkoi f. glaber']","unknown"
969951,"wfo-0000974606","urn:lsid:ipni.org:names:636068-1","91767","Goodyera bifida","species","wfo-4000016055","(Blume) Blume","Orchidaceae","","","","Goodyera","","bifida",NA,"species","Valid","Coll. Orchid. : 40 (1858)","Accepted",NA,"wfo-0000250497",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Blume) Blume to Blume, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-91767 >The Plant List v.1.1.","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:636068-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-91767","['Neottia bifida' 'Orchiodes bifida' 'Orchiodes calva' 'Epipactis bifida'
 'Georchis bifida' 'Georchis calva']","unknown"
1213750,"wfo-0001221650","urn:lsid:ipni.org:names:189567-2","50009563","Peperomia rioblancoana","species","wfo-4000028681","Trel. & Yunck.","Piperaceae","","","","Peperomia","","rioblancoana",NA,"species","Valid","Piperac. N. South Amer. 2: 699, fig. 620. 1950","Accepted",NA,"",NA,"Source in seed data: tro Updated namepublishedIn from Piperac. N. South Amer. 2: 699â700, f. 620 1950 to Piperac. N. South Amer. 2: 699, fig. 620. 1950 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http:","2022-04-16","2024-08-21","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:679680-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50009563","[]","unknown"
